Date,colour,chl-a,TP,SS_min,SS,TOC,TDP
1983-07-26,11.0,10.8,38.400000000000006,,,,
1983-08-16,20.0,7.8,33.8,,,,
1983-09-06,11.0,5.4,25.25,,,,
1983-09-27,13.0,5.3,19.4,,,,
1984-03-13,28.0,,26.25,1.85,2.6,,14.825
1984-05-03,,12.6,25.65,3.7999999999999994,5.433333333333333,,7.933333333333334
1984-05-21,,7.4,19.2,2.3000000000000003,3.625,,6.85
1984-06-06,,5.425,27.900000000000002,3.5500000000000003,5.225,,6.449999999999999
1984-06-27,,11.525,31.05,3.1666666666666665,6.066666666666667,,5.5
1984-07-18,,14.199999999999998,33.0,3.5249999999999995,5.933333333333334,,4.425
1984-08-08,,15.625000000000002,27.000000000000004,3.2999999999999994,5.525,,5.066666666666666
1984-08-29,,20.974999999999998,33.75,3.275,6.125,,6.275
1984-09-19,,7.25,24.375,3.3333333333333335,4.95,,4.75
1984-10-10,,9.5,22.500000000000004,3.5666666666666664,5.233333333333333,,4.433333333333334
1984-10-31,,6.4,20.85,3.375,4.633333333333333,,6.35
1985-06-03,36.0,8.333333333333334,33.56666666666667,4.5,6.2,8.4,6.766666666666666
1985-06-24,36.0,10.5,39.36666666666667,5.1,7.3,7.966666666666666,8.850000000000001
1985-07-16,30.333333333333332,11.1,36.86666666666667,3.3666666666666667,5.466666666666666,6.75,9.433333333333332
1985-08-05,28.5,16.233333333333334,29.600000000000005,4.966666666666667,7.8999999999999995,7.366666666666667,8.4
1985-08-26,30.0,21.3,28.2,4.266666666666667,6.95,7.1,4.2
1985-09-16,39.5,10.9,24.3,3.9333333333333336,5.566666666666666,6.95,4.8
1985-10-10,40.5,4.9,24.8,4.266666666666667,5.6000000000000005,7.866666666666667,8.200000000000001
1986-06-08,35.0,6.733333333333333,28.2,4.166666666666667,5.3999999999999995,6.6,8.033333333333333
1986-07-01,29.666666666666668,8.666666666666666,32.6,5.266666666666667,8.65,6.1000000000000005,9.700000000000001
1986-07-22,29.666666666666668,17.333333333333332,39.199999999999996,5.166666666666667,8.066666666666666,8.5,
1986-08-12,26.0,17.333333333333332,37.800000000000004,4.0,6.533333333333334,7.6000000000000005,
1986-09-02,24.5,15.0,35.666666666666664,2.9,5.55,6.333333333333333,7.6000000000000005
1986-09-23,20.0,11.0,29.266666666666666,3.3333333333333335,5.3,7.050000000000001,7.199999999999999
1987-06-03,31.0,2.3,22.0,3.2,4.8,12.0,12.1
1987-06-24,28.0,13.0,23.1,3.7,5.9,8.8,10.3
1987-07-15,24.666666666666668,3.5,28.3,5.133333333333334,7.666666666666667,8.0,7.166666666666667
1987-08-05,28.5,5.866666666666667,29.2,5.666666666666667,8.1,8.933333333333334,7.2
1987-08-26,39.0,13.9,17.4,3.0,4.5,7.2,6.6
1987-09-16,23.0,12.5,20.6,2.9,4.7,7.4,6.5
1988-06-08,28.0,11.8,33.8,6.9,9.2,8.0,8.6
1988-06-28,26.0,15.7,19.5,2.6,4.8,8.0,3.8
1988-07-18,29.333333333333332,11.066666666666668,40.300000000000004,6.266666666666667,9.0,9.100000000000001,6.133333333333333
1988-08-08,27.0,15.199999999999998,35.199999999999996,4.666666666666667,8.166666666666666,8.333333333333334,7.6499999999999995
1988-08-29,43.333333333333336,17.366666666666664,25.0,5.7,9.0,9.366666666666667,7.3
1988-09-19,40.0,13.2,23.4,3.2,5.5,8.9,6.0
1989-05-10,30.0,5.5,38.4,4.6,5.8,6.6,12.4
1989-06-05,29.0,13.4,22.2,1.6,4.2,6.9,9.4
1989-06-27,16.0,9.1,34.8,4.1,7.6,7.3,1.3
1989-07-18,24.0,8.2,15.0,5.8,8.8,7.5,9.2
1989-08-07,21.0,42.7,18.0,2.3,6.5,7.1,7.2
1989-08-28,22.0,12.8,30.8,3.0,6.4,6.7,6.7
1989-09-19,25.0,8.2,30.2,3.2,5.2,7.3,8.6
1990-05-14,23.0,7.3,32.5,10.0,11.4,6.2,8.4
1990-06-05,26.0,4.8,24.2,3.4,8.4,6.4,6.4
1990-06-25,17.0,10.8,27.1,2.7,6.0,6.3,6.0
1990-07-16,21.0,15.7,31.8,3.1,8.1,5.6,4.4
1990-08-06,18.0,23.1,32.0,3.7,7.6,6.2,5.2
1990-08-28,16.0,12.5,31.3,4.3,7.3,6.5,5.3
1990-09-24,18.0,11.5,23.4,3.3,5.5,6.4,5.2
1991-05-07,33.0,8.6,26.3,4.1,6.3,6.0,6.4
1991-06-03,18.0,7.6,21.0,3.3,5.7,6.0,5.5
1991-06-26,16.0,10.2,22.8,2.6,5.5,5.6,5.6
1991-07-15,20.0,7.9,33.8,2.8,6.4,6.6,7.8
1991-08-05,25.0,15.1,30.6,1.5,7.7,7.3,7.2
1991-08-26,14.0,14.6,29.9,1.7,5.1,6.2,6.6
1991-09-16,17.0,6.0,33.6,2.5,5.3,7.2,8.6
1991-10-17,22.0,5.4,19.8,2.0,4.6,4.5,7.9
1992-05-12,35.0,5.6,34.2,4.4,7.1,7.3,7.9
1992-06-01,24.0,11.2,27.1,3.0,5.8,6.3,4.8
1992-06-22,23.0,17.5,32.6,3.0,6.2,9.4,14.1
1992-07-13,19.0,20.5,35.9,1.4,6.8,7.3,6.0
1992-08-04,18.0,16.0,37.7,4.3,8.0,6.6,5.0
1992-08-24,13.0,21.5,25.1,2.9,5.1,8.7,6.0
1992-09-13,17.0,25.0,26.8,3.4,5.6,6.8,7.3
1993-05-11,30.0,9.3,17.4,3.7,5.9,7.4,10.0
1993-06-02,23.0,8.4,21.1,3.1,5.7,6.3,7.0
1993-06-21,24.0,11.5,28.6,2.4,5.5,6.8,6.1
1993-07-13,15.0,8.2,33.2,5.0,8.9,7.1,5.5
1993-08-02,43.0,21.3,34.4,4.4,7.6,7.3,10.8
1993-08-23,18.0,17.2,31.4,2.3,6.2,7.3,5.6
1993-09-13,18.0,12.4,25.0,3.1,6.2,4.5,6.4
1994-05-18,40.0,5.6,24.4,3.4,5.2,7.2,8.6
1994-06-06,37.0,5.5,26.3,3.4,5.7,7.2,9.6
1994-06-27,25.0,17.8,31.3,3.4,6.2,7.0,9.4
1994-07-26,23.0,17.7,32.7,3.4,7.4,7.5,7.8
1994-08-10,22.0,30.6,34.7,4.0,7.5,7.7,7.8
1994-08-30,20.0,29.1,36.2,3.2,6.6,7.3,8.8
1994-09-20,27.0,21.5,27.5,2.7,5.3,7.3,8.4
1995-06-15,29.0,17.8,18.5,3.5,5.7,6.6,5.5
1995-07-05,30.0,23.4,26.8,3.2,6.0,7.0,6.8
1995-07-25,26.0,20.5,33.0,4.1,7.3,6.2,6.1
1995-08-16,24.0,40.5,40.3,1.6,3.8,6.2,4.3
1995-09-12,21.0,16.2,28.5,2.3,5.2,6.5,6.4
1995-09-28,25.0,12.9,29.6,4.4,6.3,6.2,5.5
1996-06-13,22.0,16.5,27.6,3.9,8.7,6.5,4.6
1996-07-01,20.0,32.6,30.3,2.7,5.6,6.5,5.5
1996-07-22,19.0,22.7,34.5,3.2,6.9,6.5,4.3
1996-08-12,18.0,22.8,33.4,3.8,8.1,7.1,5.0
1996-09-02,11.0,16.9,35.0,3.5,6.7,6.4,4.1
1996-09-23,16.0,16.3,26.9,1.9,4.8,6.8,4.8
1997-06-10,27.0,15.4,22.2,3.8,6.5,7.6,3.9
1997-07-03,20.0,29.5,32.3,3.9,8.2,6.6,4.9
1997-07-23,15.0,18.2,34.3,4.0,8.8,6.7,6.1
1997-08-12,18.0,27.2,32.5,2.5,6.9,8.2,3.9
1997-09-02,16.0,21.7,29.2,1.7,5.6,7.9,4.9
1997-09-24,18.0,26.4,26.0,1.8,4.8,7.1,6.5
1998-06-03,,11.6,23.5,,5.7,,
1998-06-25,,19.2,28.7,,5.6,,
1998-07-15,,25.5,27.9,,6.3,,
1998-08-06,,21.0,44.3,,7.1,,
1998-08-26,,28.7,41.1,,7.4,,
1998-09-16,,20.6,28.7,,2.5,,
2000-06-06,36.0,17.2,29.0,,7.2,9.0,
2000-06-27,30.0,19.7,35.0,,6.7,8.3,
2000-07-17,27.0,14.4,40.0,,6.5,7.9,
2000-08-08,28.0,22.6,37.0,,8.6,7.7,
2000-08-29,25.0,40.4,27.0,,8.8,7.0,
2000-09-19,25.0,18.7,28.0,,5.9,7.1,
2001-06-06,,18.0,38.0,,7.2,,
2001-06-27,,27.3,46.0,,7.4,,
2001-07-18,,19.4,51.0,,6.6,,
2001-08-08,,29.2,34.0,,6.2,,
2001-08-29,,13.6,35.0,,6.0,,
2001-09-19,,18.7,26.0,,5.9,,
2002-06-05,,18.0,36.0,,6.0,,
2002-06-26,,24.0,38.0,,5.0,,
2002-07-17,,27.0,52.0,,8.0,,
2002-08-07,,28.0,33.0,,5.0,,
2002-08-28,,38.0,30.0,,7.0,,
2002-09-18,,18.0,31.0,,5.0,,
2003-06-11,,13.15,40.0,,5.05,7.9,
2003-07-02,,17.6,29.0,,6.9,7.4,
2003-07-23,,26.5,25.0,,9.6,8.0,
2003-08-13,,13.7,30.0,,6.8,7.9,
2003-09-03,,12.4,37.0,,6.8,7.7,
2003-09-23,,17.2,37.0,,7.6,8.1,
2003-09-25,,17.2,37.0,,7.6,8.1,
2004-06-09,,35.0,33.0,,9.8,,
2004-06-30,,53.0,51.0,,17.8,,
2004-07-21,,21.0,37.0,,10.2,,
2004-08-11,,7.6,27.0,,6.6,,
2004-09-01,,18.0,35.0,,7.6,,
2004-09-22,,19.0,38.0,,9.4,,
2005-04-18,52.6,7.1,29.0,3.9,5.4,,14.2
2005-04-25,53.8,7.0,27.0,3.3,5.1,,20.9
2005-05-04,48.4,8.2,28.0,2.3,4.6,,12.9
2005-05-09,45.3,10.0,29.0,3.6,5.3,,13.5
2005-05-16,,11.0,25.0,,,,12.8
2005-05-23,39.9,14.0,28.0,3.6,6.3,,18.4
2005-05-30,,13.0,29.0,,,,17.7
2005-06-07,36.8,16.0,24.0,4.1,7.1,,17.9
2005-06-13,,20.0,32.0,,,,24.4
2005-06-21,33.3,22.0,31.0,2.0,5.2,,23.4
2005-06-27,,24.0,18.0,,,,27.7
2005-07-04,32.1,31.0,34.0,2.8,10.0,,27.0
2005-07-11,,20.0,31.0,,,,26.8
2005-07-18,28.6,25.0,38.0,5.2,12.0,,29.2
2005-07-25,27.1,22.0,38.0,5.1,8.9,,28.6
2005-08-01,25.9,28.0,41.0,4.0,8.9,,31.4
2005-08-09,,30.0,34.0,,,,30.0
2005-08-15,24.4,24.0,32.0,3.3,10.0,,26.0
2005-08-22,,19.0,26.0,,,,22.0
2005-08-30,25.9,27.0,,4.9,11.4,,37.5
2005-09-04,,28.0,41.0,,,,34.0
2005-09-12,,24.0,36.0,,,,
2005-09-13,23.2,,,4.8,10.0,,35.2
2005-09-19,,24.0,39.0,,,,33.8
2005-09-26,28.3,,,6.8,13.2,,27.6
2005-09-27,28.3,20.0,37.0,6.8,13.2,,27.6
2005-10-03,,19.0,35.0,,,,30.8
2005-10-10,35.9,5.6,30.25,3.8,6.8,,
2006-05-02,54.6,4.7,31.0,3.6,5.3,,15.6
2006-05-08,56.5,3.8,26.0,3.8,5.6,,15.9
2006-05-15,53.4,10.0,26.0,6.4,8.8,,17.2
2006-05-22,51.1,8.2,27.0,2.1,3.9,,15.0
2006-05-29,52.6,11.0,23.0,2.0,3.8,,19.1
2006-06-06,47.6,15.0,25.0,2.3,5.3,,20.8
2006-06-12,44.5,,,3.4,7.2,,20.0
2006-06-13,,22.0,33.0,,,,
2006-06-19,,27.0,19.0,,,,5.0
2006-06-27,39.5,32.0,36.0,4.0,10.4,,7.1
2006-07-03,,36.0,35.0,,,,
2006-07-10,,36.0,36.0,,,,
2006-07-11,34.4,,,5.3,12.7,,35.0
2006-07-17,,41.0,40.0,,,,41.0
2006-07-24,29.0,31.0,38.0,5.2,12.0,,33.0
2006-07-31,,34.0,34.0,,,,23.0
2006-08-07,27.5,47.0,47.0,3.0,10.3,,35.2
2006-08-14,26.7,37.0,39.0,,,,32.7
2006-08-21,24.4,46.0,38.0,2.6,8.0,,31.6
2006-08-29,32.1,40.0,39.0,4.8,11.6,,35.0
2006-09-04,25.2,57.0,18.0,4.8,13.9,,36.8
2006-09-11,,38.0,43.0,,,,28.7
2006-09-18,,30.0,40.0,,,,37.6
2006-09-25,,35.0,42.0,,,,34.8
2006-10-03,,32.0,47.0,,,,35.4
2006-10-09,,26.0,46.0,,,,34.4
2007-04-11,,,,4.5,7.0,8.0,21.0
2007-04-16,,8.9,35.0,,,,16.8
2007-04-23,,7.3,33.0,3.3,6.7,7.8,14.3
2007-05-02,,8.4,30.0,,,,16.4
2007-05-07,,12.0,28.0,5.2,7.6,7.7,22.6
2007-05-15,,12.0,40.0,,,,17.7
2007-05-22,,13.0,39.0,5.4,8.2,7.5,23.6
2007-05-29,,14.0,34.0,,,,
2007-05-30,,,,,,,21.2
2007-06-04,,17.0,30.0,5.07,7.87,7.0,24.4
2007-06-11,,17.0,30.0,3.2,7.0,7.3,19.5
2007-06-18,,20.0,30.0,,10.8,,25.1
2007-06-25,,24.0,32.0,6.0,12.0,7.2,22.6
2007-07-02,,23.2,34.0,,10.6,,29.0
2007-07-09,,22.0,33.0,4.6,8.9,7.5,24.0
2007-07-16,,26.0,35.0,,330.4,,24.9
2007-07-23,,22.0,30.0,2.8,6.4,8.7,23.5
2007-08-01,,25.0,32.0,,7.8,,23.5
2007-08-06,,,,6.2,9.8,8.6,22.1
2007-08-07,,24.0,33.0,,,,
2007-08-13,,25.0,28.0,,6.4,,19.2
2007-08-20,,22.0,37.0,4.6,8.4,8.7,22.8
2007-08-27,,26.0,31.0,,7.0,,19.4
2007-09-03,,19.0,34.0,3.8,7.8,8.8,25.0
2007-09-10,,19.0,36.0,,6.2,,20.7
2007-09-20,,15.0,31.0,3.0,5.8,8.2,21.6
2007-09-24,,13.0,29.0,,6.2,,22.2
2007-10-01,,10.0,29.0,3.8,5.8,8.1,16.6
2007-10-08,,10.0,28.0,,5.2,,17.7
2007-10-16,,10.0,31.0,4.0,5.6,8.4,16.0
2008-04-17,97.1,4.9,42.0,4.3,6.6,8.3,20.7
2008-04-21,,6.4,46.0,,8.0,,22.0
2008-04-28,84.0,7.1,66.0,7.3,9.3,8.2,32.4
2008-05-05,,8.1,39.0,,8.3,,20.8
2008-05-13,66.6,8.7,43.0,5.2,8.4,8.0,22.4
2008-05-23,,11.0,47.0,,8.8,,26.0
2008-05-26,71.6,11.0,35.0,6.5,9.8,7.9,19.6
2008-06-02,,11.0,39.0,,6.8,,19.6
2008-06-09,51.9,20.0,29.0,4.0,6.8,8.3,5.1
2008-06-16,,17.0,32.0,,7.0,,21.2
2008-06-23,50.7,17.0,32.0,5.6,9.2,7.6,24.0
2008-06-30,,17.0,30.0,,5.6,,23.2
2008-07-07,43.3,18.0,31.0,2.7,5.3,6.4,23.3
2008-07-15,,22.0,33.0,,6.3,,22.0
2008-07-21,46.1,18.0,32.0,3.2,5.8,7.3,24.0
2008-07-28,,35.0,39.0,,7.5,,25.0
2008-08-04,43.7,23.0,37.0,2.7,6.4,7.5,25.2
2008-08-11,,20.0,32.0,,7.8,,23.1
2008-08-18,49.1,21.0,34.0,3.8,7.3,7.9,14.4
2008-08-25,,20.0,28.0,,5.0,,20.4
2008-09-01,53.4,19.0,29.0,1.0,3.4,8.1,18.8
2008-09-08,,17.0,29.0,,5.0,,13.2
2008-09-15,54.2,9.1,27.0,2.2,4.4,8.0,4.4
2008-09-22,,11.0,23.0,,4.0,,15.0
2008-09-29,53.8,10.0,25.0,2.3,3.7,7.8,15.5
2008-10-06,,8.3,32.0,,6.2,,16.7
2008-10-13,63.1,9.1,29.0,1.0,5.4,8.6,16.0
2008-11-27,,2.2,44.0,,,,
2009-04-27,69.3,8.1,31.0,4.7,7.1,8.0,18.1
2009-05-04,,9.2,31.0,,6.6,,19.1
2009-05-11,63.9,6.6,34.0,3.6,6.0,7.6,18.9
2009-05-15,,13.0,15.0,,4.5,,6.9
2009-05-25,61.5,14.0,28.0,3.1,5.6,7.3,18.4
2009-06-08,,16.0,35.0,,6.4,,24.8
2009-06-15,,17.0,30.0,,6.5,,17.3
2009-06-22,44.5,28.0,35.0,2.8,6.8,7.4,19.8
2009-06-29,41.0,22.0,25.0,2.4,5.6,7.6,18.5
2009-07-06,,16.0,30.0,,,,
2009-07-13,40.6,16.0,31.0,3.5,7.0,7.1,22.0
2009-07-20,,23.0,28.0,,5.8,,21.0
2009-07-27,,,,,5.8,,23.0
2009-08-03,41.8,21.0,31.0,2.2,5.6,6.9,21.0
2009-08-10,,28.0,33.0,,5.5,,22.3
2009-08-17,44.1,19.0,31.0,3.8,6.8,7.7,24.8
2009-08-24,,18.0,33.0,,7.0,,22.1
2009-08-27,,23.0,36.0,,,,
2009-08-31,43.7,15.0,29.0,3.8,6.3,7.7,22.0
2009-09-07,,15.0,26.0,,5.1,,20.1
2009-09-14,51.1,13.0,27.0,3.2,5.4,7.7,17.0
2009-09-21,,12.0,25.0,,5.2,,14.9
2009-09-28,53.0,11.0,25.0,2.8,4.8,7.6,16.8
2009-10-05,,11.0,25.0,,4.0,,13.5
2009-10-12,52.2,9.1,23.0,2.8,4.2,7.5,14.9
2010-03-05,,8.2,31.0,,,,
2010-04-26,,4.7,35.0,,7.3,,19.5
2010-05-03,76.6,8.2,31.0,3.7,6.0,8.3,18.7
2010-05-10,,7.3,26.0,,4.8,,14.2
2010-05-18,69.3,7.2,26.0,2.2,4.2,7.9,13.4
2010-05-25,,7.1,24.0,,5.0,,13.1
2010-05-31,61.5,9.3,21.0,2.6,4.6,8.2,13.5
2010-06-07,,12.0,22.0,,5.2,,15.2
2010-06-14,55.0,12.0,23.0,2.3,4.5,7.9,16.0
2010-06-21,,14.0,25.0,,5.2,,15.6
2010-06-28,50.7,24.0,37.0,2.9,6.3,7.7,19.0
2010-07-05,,22.0,21.0,,11.2,,20.3
2010-07-12,47.6,22.0,35.0,2.6,5.2,7.9,19.2
2010-07-19,,16.0,44.0,,3.8,,21.0
2010-07-26,46.4,17.0,35.0,3.2,5.8,7.4,18.8
2010-08-03,,3.6,19.0,,5.6,,16.9
2010-08-09,44.1,12.0,30.0,1.4,3.6,7.9,17.0
2010-08-16,,13.0,27.0,,5.6,,16.0
2010-08-31,55.7,12.0,26.0,3.0,5.5,8.1,17.1
2010-09-06,52.2,11.0,22.0,2.6,5.0,8.0,15.7
2010-09-14,51.1,11.0,24.0,1.8,4.2,7.7,17.2
2010-09-20,,11.0,19.0,,2.8,,14.9
2010-09-27,59.2,6.9,24.0,2.9,4.3,8.3,12.4
2010-10-04,,5.4,21.0,,3.8,,15.2
2010-10-11,64.2,5.0,24.0,2.0,4.8,8.6,11.9
2011-04-26,,12.0,31.0,,4.9,,16.0
2011-05-03,74.3,13.0,27.0,3.6,5.4,8.7,15.6
2011-05-09,,8.2,27.0,,4.8,,12.8
2011-05-18,63.5,10.0,22.0,3.1,5.1,8.4,15.9
2011-05-23,,11.0,24.0,,4.1,,14.6
2011-05-30,61.1,15.0,25.0,1.6,6.0,8.0,22.2
2011-06-06,,13.0,27.0,,5.8,,15.9
2011-06-14,57.3,17.0,28.0,3.6,6.2,8.5,21.6
2011-06-20,,14.0,23.0,,16.8,,18.2
2011-06-27,54.6,14.0,26.0,2.2,4.8,9.04,17.0
2011-07-04,,21.0,27.0,,5.0,,16.5
2011-07-12,55.0,21.0,34.0,3.6,6.0,8.34,19.8
2011-07-18,,20.0,27.0,,4.2,,18.0
2011-07-25,52.6,21.0,30.0,2.8,5.8,7.9,19.7
2011-08-01,,16.0,25.0,,4.4,,15.2
2011-08-08,53.0,6.1,26.0,2.3,3.7,8.3,12.2
2011-08-15,55.0,7.3,26.0,0.8,4.0,8.2,14.3
2011-08-22,,12.0,22.0,,3.9,,9.2
2011-08-29,53.8,11.0,23.0,2.7,4.7,8.0,14.5
2011-09-05,,13.0,24.0,,3.2,,14.6
2011-09-12,72.0,11.0,23.0,3.9,5.6,9.0,18.1
2011-09-19,81.3,8.1,29.0,3.0,5.2,10.0,14.1
2011-09-26,,7.1,32.0,,5.2,,17.6
2011-10-03,98.7,4.8,32.0,3.7,5.0,11.9,12.9
2011-10-11,,4.4,27.0,,4.2,,15.8
2011-10-17,93.7,5.7,28.0,2.3,4.3,11.3,13.4
2012-04-16,,7.1,28.0,,4.4,,12.0
2012-04-23,81.3,7.0,25.0,3.2,4.4,9.1,13.7
2012-04-30,,7.1,18.0,,5.0,,12.8
2012-05-07,77.0,6.9,29.0,3.3,5.5,8.9,13.2
2012-05-14,,9.3,27.0,,8.0,,21.2
2012-05-21,73.5,8.7,35.0,2.6,4.8,8.7,13.8
2012-05-29,,8.2,32.0,,4.2,,14.4
2012-06-04,65.4,11.0,27.0,2.4,4.4,8.7,16.0
2012-06-11,,28.0,25.0,,4.5,,12.0
2012-06-18,58.1,16.0,22.0,3.8,5.2,8.5,13.2
2012-06-25,,18.0,22.0,,5.2,,15.0
2012-07-02,56.5,18.0,26.0,3.2,5.9,8.2,8.2
2012-07-09,,26.0,27.0,,4.6,,19.4
2012-07-16,53.8,25.0,26.0,2.4,6.0,8.3,23.7
2012-07-23,,16.0,32.0,,7.2,,20.4
2012-07-30,55.0,12.0,31.0,3.8,6.3,8.5,22.4
2012-08-06,,14.0,29.0,,5.5,,16.4
2012-08-13,57.3,14.0,26.0,2.2,5.2,8.5,12.2
2012-08-20,,15.0,36.0,,4.2,,18.1
2012-08-27,54.2,12.0,27.0,1.8,4.2,8.2,17.0
2012-09-03,,15.0,22.0,,4.4,,15.1
2012-09-10,51.9,12.0,21.0,2.0,4.2,8.0,13.7
2012-09-17,,11.0,19.0,,5.0,,12.7
2012-09-24,58.1,8.5,25.0,6.0,7.6,7.9,15.0
2012-10-01,,6.4,18.0,,6.2,,4.8
2012-10-08,64.6,6.4,23.0,2.8,4.4,8.5,14.4
2013-05-07,80.1,9.4,26.85,4.3,7.3,8.7,
2013-05-13,74.3,9.3,16.85,2.8,5.2,8.8,
2013-05-27,75.5,10.0,19.65,5.0,8.0,8.8,
2013-06-10,82.8,17.0,22.0,3.0,6.0,9.6,
2013-06-24,63.1,17.0,26.25,3.2,6.8,9.2,
2013-07-08,63.5,16.0,24.8,3.0,5.8,9.2,
2013-07-22,54.2,27.0,24.5,1.2,6.0,8.8,
2013-08-05,52.6,30.0,25.5,2.2,5.8,9.1,
2013-08-19,52.6,11.0,25.35,1.4,5.4,8.6,
2013-09-02,48.4,13.0,29.05,2.0,4.9,8.8,
2013-09-20,46.4,9.3,20.85,1.7,3.7,8.1,
2013-09-30,43.7,8.4,17.35,1.8,3.0,8.4,
2013-10-14,45.7,6.4,19.9,1.8,3.4,7.7,
2014-04-29,68.5,6.2,23.2,4.8,6.6,7.6,
2014-05-13,64.6,11.0,22.35,4.4,6.2,7.8,
2014-05-27,55.0,8.6,15.8,3.2,5.0,7.7,
2014-06-10,47.2,17.0,19.65,2.6,5.2,7.7,
2014-06-24,41.8,17.0,25.8,3.0,6.0,7.6,
2014-07-08,40.6,14.0,21.8,2.4,5.4,7.9,
2014-07-24,37.2,13.0,25.0,2.3,4.7,7.9,
2014-08-05,36.4,12.0,19.0,1.0,3.7,7.6,
2014-08-19,35.2,16.0,23.7,2.0,4.4,7.7,
2014-09-02,34.8,14.0,16.7,1.8,4.3,7.6,
2014-09-16,33.3,11.0,14.8,2.0,3.8,7.3,
2014-09-30,34.4,11.0,18.2,4.0,4.0,7.2,
2014-10-14,,6.6,20.8,2.6,4.0,8.2,
2015-04-29,58.0,6.0,40.0,,7.1,8.9,
2015-05-13,,4.6,23.0,,5.4,,
2015-05-27,54.0,11.0,23.0,,5.7,8.3,
2015-06-09,,14.0,20.0,,6.0,,
2015-06-24,47.0,18.0,20.0,,5.9,9.1,
2015-07-06,,17.0,25.0,,6.4,,
2015-07-22,44.0,23.0,22.0,,6.3,7.9,
2015-08-05,,28.0,23.0,,4.1,,
2015-08-19,43.0,34.0,26.0,,8.0,9.5,
2015-09-02,,15.0,29.0,,6.2,,
2015-09-17,58.0,6.1,22.0,,4.0,9.5,
2015-09-30,,5.2,30.0,,4.8,,
2015-10-14,71.0,3.2,28.0,,3.4,11.0,
2016-04-25,71.0,3.9,28.0,4.3,5.2,5.0,
2016-05-09,,6.4,27.5,5.1,7.1,,
2016-05-23,62.0,5.6,21.0,3.3,6.4,9.0,
2016-06-06,,6.7,20.5,1.5,4.6,,
2016-06-19,53.0,6.7,19.0,3.3,4.9,8.8,
2016-07-04,48.0,12.0,16.0,5.7,9.7,8.4,
2016-07-18,47.0,12.0,21.5,2.9,5.9,8.7,
2016-08-02,,14.0,16.5,3.2,5.7,,
2016-08-15,50.0,16.0,18.0,1.5,7.4,5.9,
2016-08-29,,7.8,25.5,1.5,7.3,,
2016-09-12,,12.0,16.85,2.2,5.2,,
2016-09-26,,,10.35,1.5,2.5,,
2016-10-10,,6.3,12.3,2.2,4.2,,
2017-04-26,,11.0,,,,,
2017-05-09,,11.0,,,,,
2017-05-22,,18.0,,,,,
2017-06-05,,13.0,,,,,
2017-06-19,,9.9,,,,,
2017-07-03,,9.8,,,,,
2017-07-17,,11.0,,,,,
2017-07-31,,21.0,,,,,
2017-08-21,,19.0,,,,,
2017-08-28,,12.0,,,,,
2017-09-11,,12.0,,,,,
2017-09-25,,11.0,,,,,
2017-10-09,,6.7,,,,,
